mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.15255069732666016,0.004167230023685027,0.006472301483154297,0.0008748188592699672,20,1,2,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.8881578947368421,0.8898026315789473,0.875,0.8896210873146623,0.8896210873146623,0.8864405401890227,0.00575101182420265,55
0.30205907821655276,0.019933577262395613,0.010509347915649414,0.0014836558155224239,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8898026315789473,0.8848684210526315,0.8898026315789473,0.8830313014827018,0.8929159802306426,0.888084193184774,0.0036090201452609115,50
0.625321340560913,0.02718729293841068,0.019940710067749022,0.0026506965443233214,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8930921052631579,0.8848684210526315,0.8914473684210527,0.8945634266886326,0.8978583196046128,0.8923659282060175,0.0043030003850430985,7
0.15016660690307618,0.00491357989668293,0.007593870162963867,0.0010101368937661067,20,1,5,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.8881578947368421,0.8947368421052632,0.8865131578947368,0.8846787479406919,0.8962108731466227,0.8900595031648313,0.004579564572899681,43
0.309145450592041,0.016075403756255574,0.010130786895751953,0.00157259035128395,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8881578947368421,0.8898026315789473,0.899671052631579,0.8846787479406919,0.8896210873146623,0.8903862828405444,0.004993491588743456,37
0.6189311504364013,0.019811788730982723,0.019391393661499022,0.0025732567435535233,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8914473684210527,0.8865131578947368,0.8963815789473685,0.8929159802306426,0.8945634266886326,0.8923643024364866,0.003357250865423458,8
0.14549531936645507,0.005859267273315549,0.007674360275268554,0.003927474365793769,20,1,10,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.8881578947368421,0.8848684210526315,0.881578947368421,0.8912685337726524,0.8929159802306426,0.8877579554322379,0.004138088475036587,51
0.2877163887023926,0.005320884446922235,0.010065174102783203,0.0011719034729015623,20,1,10,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8881578947368421,0.8832236842105263,0.8848684210526315,0.8912685337726524,0.8929159802306426,0.8880869028006589,0.003673072940727561,49
0.5740050315856934,0.03893393135544312,0.018481349945068358,0.0021436501104266617,20,1,10,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.8865131578947368,0.8848684210526315,0.8881578947368421,0.8929159802306426,0.8978583196046128,0.8900627547038933,0.004735418864474442,40
0.1537559986114502,0.008899128291143145,0.0072136402130126955,0.0002514464292913315,20,2,2,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.8881578947368421,0.8898026315789473,0.8865131578947368,0.899505766062603,0.8846787479406919,0.8897316396427642,0.00517504781562772,45
0.29738926887512207,0.014492768904561075,0.010938167572021484,0.0011665699112467249,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8930921052631579,0.8881578947368421,0.8898026315789473,0.9011532125205931,0.8945634266886326,0.8933538541576347,0.004515988157009617,4
0.5697335720062255,0.015990622936110935,0.016289186477661134,0.0008029802591948849,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8914473684210527,0.8865131578947368,0.8930921052631579,0.9044481054365733,0.8978583196046128,0.8946718113240266,0.006085817786457389,1
0.14072761535644532,0.006115702622557733,0.0060214042663574215,0.0007602362815848526,20,2,5,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.8930921052631579,0.8914473684210527,0.8832236842105263,0.8962108731466227,0.8929159802306426,0.8913780022544004,0.004362519475409903,20
0.29770283699035643,0.011268282290268503,0.010425853729248046,0.001491098662884695,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8930921052631579,0.8914473684210527,0.8848684210526315,0.8962108731466227,0.8929159802306426,0.8917069496228216,0.003754959218752453,14
